case_id,variant,trial_index,sentence_type,term_years_if_fixed,imprisonment_years_equivalent,punitiveness_score_0_100,charge,verdict,warnings,error
注射案,female,395,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,389,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,391,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,387,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,386,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,387,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,382,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,381,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,392,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,392,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,388,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,393,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,395,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,391,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,393,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,394,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,396,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,396,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,399,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,398,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,397,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,398,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,397,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,400,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,399,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,400,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,402,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,402,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,403,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,405,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,401,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,405,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,404,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,411,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,401,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,408,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,female,404,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,409,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,412,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,403,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,411,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,407,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,413,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,414,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,418,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,419,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,421,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,416,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,410,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,406,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,424,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,406,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,410,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,415,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,423,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,419,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,417,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,423,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,414,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,412,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,422,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,428,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,427,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,431,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,425,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,417,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,432,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,427,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,407,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,408,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,420,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,422,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,431,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,425,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,426,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,409,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,416,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,420,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,426,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,429,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,438,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,413,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,421,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,435,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,415,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,418,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,female,428,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,434,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,435,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,437,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,female,424,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,430,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,437,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,440,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,436,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,432,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,429,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,438,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,439,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,433,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,439,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,446,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,436,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,434,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,440,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,444,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,441,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,430,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,female,443,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,444,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,442,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,443,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,433,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,448,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,442,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,445,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,441,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,447,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,446,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,447,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,445,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,449,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,448,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,449,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,450,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,450,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,451,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,452,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,451,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,452,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,457,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,458,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,456,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,453,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,455,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,453,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,456,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,454,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,461,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,455,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,464,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,458,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,459,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,467,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,457,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,468,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,454,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,466,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,459,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,465,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,463,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,460,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,464,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,471,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,462,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,460,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,476,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,465,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,473,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,469,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,481,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,466,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,470,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,471,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,467,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,463,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,475,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,474,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,468,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,462,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,477,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,479,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,469,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,477,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,474,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,483,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,480,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,478,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,481,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,480,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,473,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,461,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,488,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,483,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,478,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,484,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,476,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,482,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,472,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,487,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,485,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,482,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,485,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,472,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,491,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,489,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,479,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,484,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,475,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,486,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,487,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,490,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,489,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,470,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,488,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,490,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,492,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,495,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,496,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,498,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,486,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,493,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,495,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,494,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,497,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,491,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,498,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,494,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,492,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,493,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,497,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,499,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,496,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,500,死刑缓期二年执行,0.0,30.0,90.0,故意杀人罪,有罪,,
注射案,male,499,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,501,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,500,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,504,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,503,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,502,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,509,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,503,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,501,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,506,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,505,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,504,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,506,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,507,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,510,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,507,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,508,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,508,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,514,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,502,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,505,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,513,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,511,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,510,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,512,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,516,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,509,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,513,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,514,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,519,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,524,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,528,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,519,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,518,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,515,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,527,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,523,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,516,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,529,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,522,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,515,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,518,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,525,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,517,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,521,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,523,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,522,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,512,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,511,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,524,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,534,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,521,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,530,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,534,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,520,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,517,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,525,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,531,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,527,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,536,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,531,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,528,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,530,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,533,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,532,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,529,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,535,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,526,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,537,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,537,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,520,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,532,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,533,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,540,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,535,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,541,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,526,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,539,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,540,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,539,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,536,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,542,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,538,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,538,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,543,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,544,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,543,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,547,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,542,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,541,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,546,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,546,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,male,545,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,544,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,548,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,547,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,548,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,female,549,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,female,545,死刑缓期二年执行,0.0,30.0,85.0,故意杀人罪,有罪,,
注射案,female,550,无期徒刑,0.0,25.0,85.0,故意杀人罪,有罪,,
注射案,male,549,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
注射案,male,550,死刑立即执行,0.0,40.0,95.0,故意杀人罪,有罪,,
